,juduls,link,sinopsis,tahuns
218,Darah Janda Kolong Wewe,http://filmindonesia.or.id/movie/title/lf-d020-09-821958_darah-janda-kolong-wewe,"Seorang pemuda bertampang jelek, Gono (Mario Pratama), tergila-gila pada penyanyi Trio Macan yang sedang menjadi idola penggemar musik dangdut. Gono berusaha dengan segala cara untuk mendekati mereka hingga dihajar oleh para tukang pukul anak buah Oma Susi (Yurike Prastica), bos Trio Macan. Gono tidak kenal menyerah. Bersama temannya, Coki (Shiddiq Kamidi), Gono minta bantuan dukun sakti… ",2009
219,Anak Setan,http://filmindonesia.or.id/movie/title/lf-a009-09-727647_anak-setan,"Gabrielle (Jill Gladys), baru saja menjadi kepala sebuah rumah sakit jiwa. Saat sedang memperbaiki kondisi rumah sakit, secara tidak sengaja, Gabrielle menemukan ruangan rahasia dengan seorang anak  perempuan. Stella (Indri Satiya) ditemukan dalam keadaan terpasung yang ternyata dilakukan oleh direktur rumah sakit terdahulu. Setelah Stella diselamatkan, Gabrielle meminta Panji (Ringgo Agus Rahman), mantan kekasihnya, untuk mengobati kejiwaan… ",2009
220,Pocong Setan Jompo,http://filmindonesia.or.id/movie/title/lf-p016-09-369121_pocong-setan-jompo,"Lima orang mahasiswa yang semula normal menjadi berubah setelah kedatangan seorang wanita misterius yang mengaku sebagai pengurus sebuah Panti Jompo. Cecil (Uli Auliani), mahasiswi komunikasi yang cerdas, baru saja putus dengan Ridho (Jonathan Frizzy), karena tertangkap basah selingkuh dengan mahasiswi lain. Joni(Rizky Mocil) anak rantau dari Garut yang santai menjalani kuliah dan Emilio (Herichan), sobat karibnya… ",2009
221,Mati Suri,http://filmindonesia.or.id/movie/title/lf-m008-09-868242_mati-suri,"Menjelang pernikahan Abel (Nadine Chandrawinata) dan Wisnu (Yama Carlos), seorang perempuan hamil mengaku pada Abel bahwa anak yang dikandungnya adalah anak Wisnu. Perempuan itu memohon pada Abel untuk membatalkan pernikahannya. Jika tidak, ia akan mengacaukan pernikahan Abel dan Wisnu. Dalam keadaan stress, Abel memutuskan untuk bunuh diri. Beruntung, nyawa Abel terselamatkan. Namun, sejak saat itu Abel… ",2009
222,Kereta Setan Manggarai (Kisah Nyata Kereta Setan Manggarai),http://filmindonesia.or.id/movie/title/lf-k050-09-043671_kereta-setan-manggarai-kisah-nyata-kereta-setan-manggarai,"Lima orang anak sekolah (Rey, Fajar, Fifi, Dado, Key) merencanakan liburan di daerah Jawa Barat, namun perjalanan mereka sedikit terhambat karena Dado harus mencari kabar dua sepupunya yang tak kunjung pulang selepas berlibur ke Bogor. Hal ini membawa mereka ke sebuah jalan buntu yang menyesatkan, hingga kejadian aneh mulai bermunculan satu demi satu. Berusaha mencari pertolongan,… ",2009
223,Kuntilanak Kamar Mayat,http://filmindonesia.or.id/movie/title/lf-k020-09-322846_kuntilanak-kamar-mayat,"Andini (Imelda Lubis) selalu bermimpi tentang kakaknya, Miranda (Uwi Jasmine) yang bekerja sebagai perawat rumah sakit. Rasa rindu Andini makin bertambah sejak Miranda pergi meninggalkan rumah karena mutasi pekerjaannya. Mimpi Andini pun berubah menjadi penampakan. Andini bersama Robby, pacarnya, dan Mocil (Rizky Mocil) pergi mencari kabar Miranda. Andini mendapat informasi dari Vivian, teman Miranda, tentang tempat… ",2009
224,Terowongan Rumah Sakit,http://filmindonesia.or.id/movie/title/lf-t020-09-150154_terowongan-rumah-sakit,"Dua minggu sudah Dinar dirawat di rumah sakit atas saran orangtuanya karena asma, dan selama itu pula dia dihantui kejadian-kejadian janggal dan menyeramkan. Dinar semakin sedih karena kedua orangtuanya tidak pernah muncul menjenguk. Ayahnya sibuk di luar negeri dan ibunya malas menjenguk.
Hanya Akila dan Bimo yang setia menemani hari-hari sepi Dinar. Tapi itu pun tidak… ",2009
225,The Real Pocong,http://filmindonesia.or.id/movie/title/lf-t013-09-153663_the-real-pocong,"Ivan (Ashraf Siclair) dan Rini (Nabila Syakieb) memiliki seorang anak yang cantik, Laura (Sakinah Dava Erawan). Setelah sekian lama mengontrak rumah, akhirnya mereka memiliki rumah sendiri. Namun sejak pertama kali menginjakkan kaki di rumah tersebut, Laura selalu merasa takut dan merasakan ada sesuatu yang tidak beres. Rini menduga Laura tidak menyukai rumah tersebut, tetapi Ivan merasa… ",2009
226,"Sumpah, (Ini) Pocong",http://filmindonesia.or.id/movie/title/lf-s015-09-464458_sumpah-ini-pocong,"Jabatan Sugandhi (Jarwo Kwat) sebagai kepala desa segera berakhir dan berencana untuk ikut lagi dalam pilkades berikut. Sialnya, Nani (Julia Perez) istrinya, menuduhnya selingkuh. Nani minta cerai saat itu juga. Sugandhi menolak karena akan mencoreng nama baiknya, padahal Sugandhi memang punya pacar lain. Sugandhi malah menuduh balik istrinya nyeleweng.
Keduanya merasa tidak bersalah, saksi dan bukti-bukti… ",2009
227,Hantu Biang Kerok,http://filmindonesia.or.id/movie/title/lf-h015-09-047036_hantu-biang-kerok,"Ferry, Rifky, Simon, Aryo, dan Steve sudah bersahabat sejak kecil. Saat mereka remaja, Steve harus pindah rumah mengikuti orang tuanya. Selang beberapa tahun, Steve kembali datang ke lingkungan tempat tinggal lamanya untuk mengundang keempat sahabat karibnya ke pesta pernikahannya. Simon langsung mengatur sebuah pesta bujang. Di sebuah rumah tua, Simon mengajak keempat sahabatnya dan mengundang seorang… ",2009
228,Kuntilanak Beranak,http://filmindonesia.or.id/movie/title/lf-k017-09-859482_kuntilanak-beranak,"Bimo terobsesi membuat program tayangan horor di televisi dengan konsep yang belum pernah ada. Bersama Mia, Aline, dan Bobby mereka sepakat untuk menguak cerita tentang seorang ronggeng yang hilang. Di saat mereka akan melakukan perjalanan mencari kampung di mana ronggeng itu hilang, salah satu teman mereka, Dea, memaksa untuk ikut. Akhirnya mereka semua setuju Dea ikut.… ",2009
229,Hantu Jamu Gendong,http://filmindonesia.or.id/movie/title/lf-h016-09-045794_hantu-jamu-gendong,"Kafka (Dimas Aditya) tengah menyusun skripsi tentang fenomena kaum urban yang tertarik mengadu nasib di kota besar. Suatu ketika, Kafka mendengar kabar bahwa Rio dan Nadya mendatangi tempat angker yang diyakini dihuni oleh arwah gentayangan penjual jamu gendong. Kafka terpancing untuk mengetahui lebih dalam tentang hantu itu dan memasukkan hantu jamu gendong sebagai kolom khusus di skripsinya.… ",2009
230,Setan Budeg,http://filmindonesia.or.id/movie/title/lf-s010-09-019495_setan-budeg,"Tiga pemburu mayat, (Eddi Brokoli, Hardi Fadillah, Rizky Mocil) bertugas mengurusi mayat tanpa identitas yang bertebaran di jakarta. Suatu kali, mereka terkejut ketika mayat seorang perempuan yang tewas ditabrak kereta hilang dari ambulans. Pak joko (Kiwil) sang. atasan, memberi ultimatum agar mereka menemukan jenazah tersebut dan mengembalikannya ke rumah mayat. Jenazah gadis yang bernama Lala tersebut… ",2009
231,Takut: Faces of Fear,http://filmindonesia.or.id/movie/title/lf-t016-08-503566_takut-faces-of-fear,"Film Takut lahir dari asuhan Komodo Films, dan merupakan sebuah kompilasi film horor pendek dari tujuh sutradara yang menghasilkan enam segmen film dalam satu antologi. Film pendek tersebut disutradarai secara berurutan oleh Rako Prijanto, Riri Riza, Ray Nayoan, Robby Ertanto, Raditya Sidharta, dan The Mo Brothers (Kimo Stamboel & Timothy Tjahjanto). ",2008
232,Pocong vs Kuntilanak,http://filmindonesia.or.id/movie/title/lf-p018-08-394066_pocong-vs-kuntilanak,"Tersebutlah sebuah kisah cinta di zaman penjajahan Belanda antara Raden Soekotjo dengan Nyi Soroh. Sayangnya, cinta Raden Soekotjo bertepuk sebelah tangan setelah Nyi Soroh memutuskan untuk menikah dengan Von Klingen.Soekotjo pun bermaksud membayar rasa sakit hatinya dengan membunuh keluarga Von Klingen. Di luar sepengetahuan Soekotjo, Nyi Soroh memelihara Kuntilanak. Usaha Soekotjo membunuh keluarga Von Klingen pun… ",2008
233,Sarang Kuntilanak,http://filmindonesia.or.id/movie/title/lf-s016-08-132195_sarang-kuntilanak,"Norman, Martha, Vero, dan Willy adalah sekelompok mahasiswa yang tertarik untuk membuat sebuah film dokumenter untuk tugas kuliah mereka. Mereka mendokumentasikan sebuah dusun terasing yang misterius yaitu Dusun Kalimati. Alkisah, seluruh penduduk dusun itu ditemukan tewas secara sadis 20 tahun yang lalu. Penyebabnya tak pernah jelas, namun masyarakat desa percaya Dusun Kalimati telah dilanda kutukan Kanjeng… ",2008
234,Hantu Aborsi,http://filmindonesia.or.id/movie/title/lf-h011-08-655786_hantu-aborsi,"Ketika sebuah keluarga pindah ke rumah baru, Caca (Bulan Ayu), sang anak, sering tertawa dan berbicara sendiri di rumah itu. Namun menurut Caca, dia tidak sendirian. Ada anak perempuan lain seumuran dengan Caca yang menemaninya. Meskipun pernyataan ini susah dipercaya, namun pelan-pelan kedua orang tua Caca, Devi (Happy Salma) & Handy (Okan Cornelius) mulai mempercayai anak… ",2008
235,Karma,http://filmindonesia.or.id/movie/title/lf-k005-08-503779_karma,"Sandra (Dominique A. Diyose) dan Armand (Joe Taslim) adalah pasangan yang bertemu di Australia dan mengakibatkan kehamilan Sandra. Armand yang ingin bertanggung jawab, ingin menikahi Sandra dan tinggal di Indonesia untuk mengurus bisnisnya. Untuk itu, Sandra harus tinggal bersama keluarga Armand yang bertitel Guan. Keluarga Guan beranggotakan Tiong Guan (HIM Damsyik) sang kakek yang kini menggunakan… ",2008
236,Tiren: Mati Kemaren,http://filmindonesia.or.id/movie/title/lf-t016-08-916885_tiren-mati-kemaren,"Ranti (Dewi Perssik) ditemukan meninggal secara mendadak dan misterius. Hendra (Baron Hermanto), ayahnya, sangat marah dan dendam. Ketika mengubur, Hendra sengaja tidak melepas tali pocong Ranti, dengan maksud agar arwah Ranti mengejar orang yang membunuhnya. Ranti benar-benar jadi arwah penasaran, dan membuat geger.
Korban pertama yang didatangi arwah Ranti adalah Leo (Renee The). Semasa hidupnya, Ranti… ",2008
237,Hantu Perawan Jeruk Purut,http://filmindonesia.or.id/movie/title/lf-h022-08-224102_hantu-perawan-jeruk-purut,"Nadya (Monique Henry) memergoki Elang, kekasihnya, sedang bermesraan dengan sahabatnya sendiri, Wanda (Ratu Felisha). Pertengkaran yang hebat antara Nadya dan Elang menyebabkan Nadya harus mengalami mati suri akibat terlempar dari ketinggian gedung.
Nadya bangkit dari mati surinya dan mencoba melupakan serta menghindari Elang dan Wanda. Nadya pun mengontrak sebuah rumah tua yang berumur 70 tahun. Nadya… ",2008
238,Pulau Hantu 2,http://filmindonesia.or.id/movie/title/lf-p011-08-829001_pulau-hantu-2,"Dante (Ricky Harun) kembali terperangkap di Pulau Hantu. Bersama Nero (Abdurrahman Arif) ia mati-matian berusaha menyelamatkan diri dari ancaman arwah penasaran. Belum berhasil kabur, tiba-tiba malah ada sembilan anak muda yang maunya bikin pesta gila-gilaan di pulau itu. Omongan soal penunggu pulau tidak digubris oleh mereka.
Dante dan Nero tambah pusing ketika ratusan anak-anak dugem mulai… ",2008
239,Sumpah Pocong di Sekolah,http://filmindonesia.or.id/movie/title/lf-s021-08-077518_sumpah-pocong-di-sekolah,"Ramon, Evan, dan Dimas adalah tiga sahabat di sebuah sekolah berasrama khusus laki-laki, yang ketat disiplinnya. Suatu hari mereka kedatangan guru baru yang cantik dan seksi, Ibu Sonya. Hal ini memberikan ide bagi Evan dan Dimas untuk menyewa seorang penari seksi, yang didandani seperti ibu Sonya dan didatangkan di sekolah, sebagai hadiah kejutan ulang tahun Ramon.Peristiwa… ",2008
240,The Shaman,http://filmindonesia.or.id/movie/title/lf-t009-08-417185_the-shaman,"Dikisahkan seorang dokter muda bernama Ryan (Oka Antara) ditugaskan di sebuah klinik di desa yang dekat dengan Sendawar, Kutai Barat. Beberapa kejadian aneh menghampirinya tak lama setelah ia berdiam di desa itu. Penampakan seorang gadis dengan wajah penuh luka, orang-orang dengan luka operasi di perut hingga hilangnya beberapa penduduk secara misterius membuat Ryan makin tersudut. Ditambah… ",2008
241,Kereta Hantu Manggarai,http://filmindonesia.or.id/movie/title/lf-k020-08-164563_kereta-hantu-manggarai,"Hubungan Rossa (Sheila Marcia Joseph) dengan adiknya, Emily (Stefanie Hariadi), tidak berjalan baik, karena Rossa merasa ibunya Diah (Rina Hassim) lebih memperhatikan adiknya.
Suatu hari Rossa dan Emily bertengkar hebat, hingga Rossa mengusir adiknya dari rumah. Rossa menyesal dan curhat kepada Tari (Nadila Ernesta), teman kuliah. Emily konon pergi ke rumah tantenya di Bogor, tapi ternyata… ",2008
242,Tali Pocong Perawan,http://filmindonesia.or.id/movie/title/lf-t017-08-968654_tali-pocong-perawan,"Nino (Ramon Y Tungka) adalah cowok introvert yang tidak bergaul. Kesehariannya hanya berkutat di kamar sambil surfing internet. Nino sangat mencintai Virnie (Dewi Perssik), pacar Aldo (Ibnu Jamil), adiknya sendiri.
Nino mencari cara untuk bisa mendapatkan Virnie. Nino mendapat cara dari sebuah halaman di internet yang mewajibkan orang mengambil tali pocong perawan yang meninggal sebelum empat… ",2008
243,Kesurupan,http://filmindonesia.or.id/movie/title/lf-k009-08-214145_kesurupan,"Felina (Nia Ramadhani) dan Alin (Shareefa Daanish) sama-sama sedang menjalani Ospek di sebuah perguruan tinggi. Dalam masa orientasi tersebut Felina jatuh hati pada Marik (Andhika Pratama), kakak kelas yang selalu melindungi mereka dari hukuman.
Saat mereka harus ikut Ospek di luar kampus, Alin kesurupan. Lokasi Hutan Kayu Mati yang terkenal angker ternyata membawa korban diri Alin.… ",2008
244,Skandal Cinta Babi Ngepet,http://filmindonesia.or.id/movie/title/lf-s022-08-931833_skandal-cinta-babi-ngepet,"Putri (Ratu Felisha), seorang remaja SMU yang diselamatkan oleh tukang ojek sepeda bernama Ridho (Ferry Fernandez) dalam sebuah kecelakaan. Putri yang angkuh dan sombong ternyata kemudian jatuh hati pada Ridho. Pernikahan pasangan muda ini berlangsung, namun kenyataan hidup yang sulit membawa keduanya dalam keputusasaan. Hingga pada satu saat, ada yang memberitahu mereka jalan singkat mendapatkan kekayaan,… ",2008
245,40 Hari Bangkitnya Pocong,http://filmindonesia.or.id/movie/title/lf-4022-08-345196_40-hari-bangkitnya-pocong,"Jessi (Sabai Morscheck) merasa hari-harinya diawasi sosok misterius. Ia pun mulai ragu, apa yang ia alami itu nyata atau ia sendiri mulai gila.
Di saat bersamaan, Nino (Raffi Ahmad) juga kepergok mengiriminya benda-benda mistik yang membuat Jessi semakin stres, Nino ingin Jessi ketakutan sehingga mau balik lagi menerima dirinya?
Jessi kemudian berkenalan dengan Kevin (Irwansyah). Jessi… ",2008
246,Kuntilanak 3,http://filmindonesia.or.id/movie/title/lf-k011-08-157368_kuntilanak-3,"Darwin (Mandala Abadi Shoji), Asti (Imelda Therine), Herman (Reza Pahlevi) dan Petra (Laura Antoinette) pergi ke Desa Ujung Sedo untuk mencari dua orang teman mereka yang hilang: Stella (Laudya Cynthya Bella) dan tunangannya. Di perjalanan, mereka bertemu dengan Samantha (Julie Estelle) yang memiliki sebuah misi pribadi yang misterius di Ujung Sedo: mencari Mbah Putri, pencipta Durmo… ",2008
247,Hantu Ambulance,http://filmindonesia.or.id/movie/title/lf-h014-08-514972_hantu-ambulance,"Gina (Elvita Sambuaga) melakukan pesugihan demi memperbaiki ekonomi keluarga. Namun, Gina mesti membayarnya dengan tumbal nyawa. Sang makhluk gaib menghabisi seluruh keluarga kecuali anaknya, Rano (Dimaz Andrean).
Sekian tahun berlalu, Rano bersama teman-temannya, Dicky (William Alvin), Ocha (Ratna Galih) dan Popi (Fitri Ayu), kuliah di Bandung. Mereka tinggal bersama di satu rumah kontrakan yang ternyata adalah… ",2008
248,Hantu Jembatan Ancol,http://filmindonesia.or.id/movie/title/lf-h018-08-465752_hantu-jembatan-ancol,"Nikko (Ben Joshua), bertunangan dengan Donna (Nia Ramadhani). Suatu hari, Nikko bertemu dengan seorang wanita seksi Livi (Nadila Ernesta), waitress di sebuah kafe. Perselingkuhan pun terjadi diantara mereka. Cinta Livi terkoyak saat ia melihat Nikko bersama Donna. Livi sangat marah tapi Nikko berhasil meyakinkan kalau Donna adalah perempuan yang dijodohkan oleh orang tuanya, dan Livi mempercayainya.… ",2008
249,Beranak dalam Kubur,http://filmindonesia.or.id/movie/title/lf-b017-07-625152_beranak-dalam-kubur,"Jessy (Aditya Putri), Jovan (Revand T Narya), Titaz (Dinda Kanya Dewi), Kaila (Shalvynne), dan Brian (Siran), mahasiswa kedokteran, mengikuti kegiatan observasi untuk mata kuliah praktikum anatomi di sebuah rumah sakit. Mereka menemukan kamar mayat yang tak lagi dipergunakan. Kamar mayat yang terlihat kosong itu sesungguhnya menyembunyikan sosok mayat wanita. Sejak memasuki kamar mayat itu, mereka mengalami… ",2007
250,Miracle,http://filmindonesia.or.id/movie/title/lf-m007-07-946253_miracle,"Siswa-siswi kelas 3 suatu SMU akan berdarmawisata. Beberapa menit sebelum berangkat, Kinar (Keira Shabira), siswi kelas 3 Sosial 1, mendapat penglihatan kalau bis kelas mereka akan kecelakaan dan terbakar. Kinar berusaha memperingatkan teman-teman dan guru tapi tidak digubris. Kinar malah diseret turun oleh ketua angkatan, Satyo (Lian Firman), dan wali kelas, Pak Irawan (Robertino). Kaka (Andry… ",2007
251,Enam,http://filmindonesia.or.id/movie/title/lf-e004-07-251801_enam,"Sekelompok anak muda berencana membuat film horor pendek untuk ikut serta dalam sebuah festival film pendek. Pengambilan gambar dilakukan di sebuah rumah tua yang dijaga oleh seorang tua misterius. Penjaga itu memperingatkan agar mereka menghormati rumah yang telah lama tak dihuni itu. Salah satu anggota kelompok, Casey (Winnie Yanthi) merasa ada sosok yang memperhatikan mereka di… ",2007
252,Pulau Hantu,http://filmindonesia.or.id/movie/title/lf-p010-07-634641_pulau-hantu,"Delapan sahabat hendak pergi berlibur, namun kapal pesiar yang mereka tumpangi harus berbelok arah dan menurunkan mereka di sebuah pulau kecil yang indah. Mereka memutuskan untuk menghabiskan masa liburan mereka di situ. Namun, di balik keindahan pulau tersebut, terdapat rahasia yang membawa maut. Sementara delapan remaja ini bersenang-senang di pantai, roh penunggu pulau mengintai hendak mengambil… ",2007
253,Suster N (Dendam Suster Ngesot),http://filmindonesia.or.id/movie/title/lf-s025-07-572175_suster-n-dendam-suster-ngesot,"Rose (Dominique Sanda) adalah pemilik panti jompo di sebuah puncak bukit di Tanah Pasundan, ketika Belanda masih menguasai Republik Indonesia. Setelah berganti zaman, panti tersebut telantar, dan oleh penduduk sekitar dikenal sebagai Villa Rose yang diwariskan pada Sarah (Atiqah Hasiholan). Sarah tinggal di Belanda. Setelah menikah dengan Jonathan (Bob Steven), Sarah ingin kembali sepenuhnya tinggal di… ",2007
254,Legenda Sundel Bolong,http://filmindonesia.or.id/movie/title/lf-l019-07-729020_legenda-sundel-bolong,"Imah (Jian Batari), penari ronggeng, jatuh cinta kepada Sarpa (Baim). Setelah menikah mereka memutuskan untuk pindah ke desa Sindangsari dan memulai kehidupan baru karena banyak kejadian aneh di desa asalnya. Imah memutuskan berhenti menjadi penari ronggeng dan Sarpa bekerja di perusahaan Danapati (Tio Pakusadewo) sebagai buruh pemetik teh. Mereka tidak disukai oleh warga setempat, karena penari… ",2007
255,Pocong 3,http://filmindonesia.or.id/movie/title/lf-p007-07-592088_pocong-3,"Putri (Francine Roosenda), DJ kelab malam Vendetta, dikejutkan oleh berita kematian ayahnya yang sudah sepuluh tahun pergi meninggalkannya. Sampai akhir hayatnya, sang ayah tidak pernah menjelaskan kenapa ia tega meninggalkan keluarga. Hal itu membuat Putri yakin bahwa ayahnya tidak mencintainya. Setelah mengunjungi makam ayahnya, Putri mulai mengalami kejadian-kejadian aneh yang tidak bisa dijelaskan akal sehat. Akibatnya,… ",2007
256,Kuntilanak 2,http://filmindonesia.or.id/movie/title/lf-k011-07-929526_kuntilanak-2,"Samantha (Julie Estelle) sudah pindah ke sebuah tempat kost baru, dan tinggal bersama sebuah keluarga sederhana. Pengikut Sekte Mangkoedjiwo mencari-carinya, dan hendak menariknya menjadi anggota aliran sesat itu, agar Kuntilanak dapat tetap berada di bawah kendali mereka. Samantha sendiri mengalami dilema di dalam batinnya: tetap menjadi dirinya sendiri atau mengikuti sisi gelap jiwanya yang selalu menggunakan… ",2007
257,Jelangkung 3,http://filmindonesia.or.id/movie/title/lf-j011-07-157047_jelangkung-3,"Yodi (Andrew R Roxburgh) nonton film ""Jelangkung"" bersama dua sahabatnya Patra (M Reza Pahlevi) dan Cris (Mitha Griselda). Meski sudah diperingatkan ia nekat duduk pada salah satu bangku di baris kosong. Konon sebaris bangku kosong itu khusus untuk tumbal film ""Jelangkung"". Dia tak memedulikan larangan dua sahabatnya, cerita-cerita yang didengarnya dari radio, dan obrolan pengantri lain.… ",2007
258,Lawang Sewu (Dendam Kuntilanak),http://filmindonesia.or.id/movie/title/lf-l026-07-038862_lawang-sewu-dendam-kuntilanak,"Tujuh remaja berlibur ke Semarang untuk merayakan hari kelulusan SMU mereka. Suatu malam mereka mabuk, kecuali Diska (Thalita Latief). Saat mabuk itu, Armen (Melvin) dan Yugo (Marcell Darwin) berlomba kencing, hingga tanpa sadar air kencing mereka memasuki wilayah gedung Lawang Sewu yang dianggap angker. Cika (Bunga Jelita) yang juga kebelet masuk wilayah gedung dan buang air… ",2007
259,The Wall,http://filmindonesia.or.id/movie/title/lf-t007-07-670375_the-wall,"Produser film Pak Yudo (Ray Sahetapy), yang terus merugi, meminta penulis skenario terkenal Sabrina (Nessa Sadin) untuk menulis sebuah naskah horor. Sabrina mengajukan syarat: menulis di Villa Kubang yang terkenal angker, karena sebelumnya ada lima remaja mati saat bermain jelangkung di situ.
Meski membawa segala benda mistis, Sabrina mengalami hal-hal aneh di villa itu. Sepuluh hari… ",2007
260,Genderuwo,http://filmindonesia.or.id/movie/title/lf-g009-07-197386_genderuwo,"Rai (Robby Shine) berambisi menyelesaikan novel Genderuwo yang sedang ia kerjakan. Dalam proses pengerjaannya Rai ternyata mendapat banyak suara-suara gaib yang memengaruhinya sehingga ia melenceng dari sifat aslinya. Rai juga berani membunuh istrinya Asti (Indah Kirana) karena telah merobek kumpulan tulisan yang akan dijadikan novel oleh Rai. Rai pun ditahan. Karena dianggap mengalami gangguan jiwa, Rai… ",2007
261,Lantai 13,http://filmindonesia.or.id/movie/title/lf-l008-07-392116_lantai-13,"Luna (Widi Mulia) ditemani pacarnya, Rafael (Ariyo Wahab), memenuhi undangan panggilan kerja di lantai 13 sebuah gedung perkantoran. Di lantai dasar gedung itu, ia ditemui Laras (Virnie Ismail) yang mengajaknya ke lantai 13. Mulailah keanehan berlangsung. Ia seperti masuk ke ruang seleksi, tapi tiba-tiba peserta lainnya hilang. Ketika kembali ke lantai dasar, resepsionis bilang bahwa lantai… ",2007
262,Malam Jumat Kliwon,http://filmindonesia.or.id/movie/title/lf-m016-07-432847_malam-jumat-kliwon,"Dhika (Ben Joshua), Ramon (Robertino), Joana (Debby Kristy), dan Sheila (Gracia Indri) asyik menikmati dentuman musik di sebuah klab tanpa menyadari bahwa mobil mereka disusupi bubuk narkoba oleh seseorang. Mereka juga bercanda bahwa malam itu adalah malam Jumat Kliwon yang dipercaya oleh salah seorang dari mereka sebagai malam keramat, malam hantu gentayangan. Tujuh belas tahun sebelumnya… ",2007
263,Suster Ngesot The Movie,http://filmindonesia.or.id/movie/title/lf-s020-07-248969_suster-ngesot-the-movie,"Dua perawat, Vira (Nia Ramadhani) dan Silla (Donita) datang ke Jakarta dari Bandung untuk praktik di sebuah rumah sakit. Mereka dijemput pacar Vira, Mike (Mike Lewis), mahasiswa Australia yang sedang belajar di Jakarta. Keduanya tinggal di asrama perawat yang sudah tua dan nampak angker, di kamar yang sudah 20 tahun tak dihuni. Dari Mak Saroh (Jajang… ",2007
264,Angkerbatu,http://filmindonesia.or.id/movie/title/lf-a010-07-701526_angkerbatu,"Kisah bermula dengan hilangnya Manda (Nuri Maulida), reporter, dan Rino (Bayu S Virguna), kameramennya, dari perusahaan televisi Voice of Korea. Mereka tengah meliput demo masyarakat yang menentang pembangunan sebuah lapangan golf modern terbesar di Asia oleh sebuah perusahaan Korea di Indonesia. Lapangan golf tersebut akan dibangun di areal hutan yang memotong areal Angkerbatu. Ini ditentang masyarakat… ",2007
265,Lewat Tengah Malam,http://filmindonesia.or.id/movie/title/lf-l016-07-262758_lewat-tengah-malam,"Sejak Tara (Cathrine Wilson) dan putrinya Alice (Joanna Alexandra) pindah ke sebuah apartemen, banyak kejadian menyeramkan terjadi. Alice mengatakannya pada Tara, tapi Tara tak percaya. Satu-satunya tempat Alice mengadu adalah Ramon (Andhika Pratama), teman sekolahnya. Ramon percaya dan berusaha membantu mengungkap misteri itu. Ketika semua terungkap, Alice harus menghadapi kenyataan: sesungguhnya dirinyalah sosok arwah tersebut. ",2007
266,Leak,http://filmindonesia.or.id/movie/title/lf-l004-07-324123_leak,"Tanpa sepengetahuan Cantika (Nadia Vega), beberapa anggota keluarganya adalah leak, termasuk ayahnya, Wayan Ardhana (Ferry Irawan) yang mengabdi pada setan demi kekayaan. Beruntung, kakek Cantika, Nyoman Aria (Piet Pagau) dan ibunya bukan penganut leak. Demi melindungi Cantika, mereka rela melakukan apa saja. Wayan sekarat setelah kepergok beraksi oleh warga pada bulan purnama. Cantika yang ingin menolong… ",2007
267,Terowongan Casablanca,http://filmindonesia.or.id/movie/title/lf-t020-07-158779_terowongan-casablanca,"Tentang legenda arwah penasaran yang gentayangan di Terowongan Casablanca. Hantu itu berasal dari Astari (Asha Shara) yang dihamili pacarnya, Refa (Nino Fernandez). Bukannya bertanggung jawab, enam bulan kemudian Refa malah berusaha mengaborsi dan menghabisi nyawa Astari. Setelah Astari tewas, yang muncul kemudian adalah adegan beranak dalam kubur. Jadilah anak dan ibu itu sebagai hantu dan kuntilanak.… ",2007
268,Roh (The Evil Spirit),http://filmindonesia.or.id/movie/title/lf-r016-06-655100_roh-the-evil-spirit,"Ririn, mengalami kejadian aneh di hutan saat ia dan teman-temannya berkemah. Pak Purbo, paranormal, mendengar perihal yang menimpa Ririn dan ternyata bukanlah korban pertama. Menurut Pak Purbo, untuk menyelamatkan Ririn hanya ada satu cara yaitu merekonstruksi kejadian untuk menemukan dan memusnahkan penyebabnya. Ririn akhirnya meninggal dan Pak Purbo khawatir akan ada korban lagi. Nadya, sahabat Ririn… ",2007
269,Pocong 2,http://filmindonesia.or.id/movie/title/lf-p007-06-223994_pocong-2,"Maya (Revalina S Temat), yatim piatu, bekerja sebagai asisten dosen, hanya tinggal berdua dengan adiknya, Andin (Risty Tagor), siswa SMU. Maya akan segera menikah dengan tunangannya, Adam (Ringgo Agus Rahman). Ingin mencari tempat tinggal yang layak, Maya mencari tempat kost. Di koran ada apartemen yang disewakan dengan murah. Setelah mereka berdua pindah ke apartemen baru tersebut,… ",2006
270,Kuntilanak,http://filmindonesia.or.id/movie/title/lf-k010-06-445977_kuntilanak,"Setelah kematian ibunya dan menghadapi gangguan ayah tirinya, Samantha/Sam (Julie Estelle) memutuskan menyewa kamar kost di pinggiran kota. Sam masih depresi karena kejadian di rumah serta mimpi-mimpi buruk yang terus menghantui. Hubungannya dengan kekasihnya, Agung (Evan Sanders), menjadi renggang karenanya.Sam menyewa kamar kost di sebuah rumah yang tampak angker di seberang sebuah pohon beringin besar. Dari… ",2006
