,juduls,link,sinopsis,tahuns
107,Sarang Hantu Jakarta,http://filmindonesia.or.id/movie/title/lf-s018-14-838029_sarang-hantu-jakarta,"David, eksekutif muda, istrinya Selva, dan anaknya Binta merasa baik-baik saja, meskipun terjadi banyak keanehan di rumahnya, seperti penampakan hantu, pocong, kuntilanak dan kejadian mengerikan lainnya. David selalu berhasil meyakinkan Selva kalau semua cerita horror yang ditakutkan oleh pembantu-pembantunya adalah ilusi yang berlebihan. Padahal hantu itu nyata hingga pembantu-pembantu tidak betah kerja di rumahnya. Belakangan diketahui… ",2014
108,Hotline 666: Delivery to Hell,http://filmindonesia.or.id/movie/title/lf-h024-14-648125_hotline-666-delivery-to-hell,"Erza adalah seorang pengantar pizza. Istrinya, Chilla, adalah seorang penulis kisah horror. Sementara Erza sendiri tidak pernah percaya dengan cerita gaib. Hidup mereka pas-pasan. Kebutuhan hidup pun bertambah seiring kehamilan Chilla. Gaji sebagai pengantar pizza sudah tak mencukupi lagi. Apalagi Ezra juga banyak hutang.
Gozal, pemilik toko, terkenal pelit dan suka memanfaatkan Erza. Tugas pribadi kadang… ",2014
109,After School Horror,http://filmindonesia.or.id/movie/title/lf-a017-14-453649_after-school-horror,"Rino, siswa kelas 3 SMA, menceritakan kisah menakutkan tentang pintu toilet yang lama terkunci di sekolah itu, kepada adik-adik kelasnya yang sedang dalam masa orientasi untuk calon pengurus OSIS.
Cerita rekaan Rino itu ternyata betul:  kamar mandi yang digembok tadi ada. Tetapi, kawannya, Andi masih menganggap hantu di kamar mandi ini hanya mitos. Ia membuat tantangan… ",2014
110,Mall Klender,http://filmindonesia.or.id/movie/title/lf-m011-14-694296_mall-klender,"Sejak diramalkan indera keenamnya akan terbuka di usia 23 tahun, Mila menjadi sangat penasaran dengan dunia gaib. Bersama ketiga sahabatnya, Panji, Karina, dan Danang, Mila mencari bukti-bukti keberadaan aktivitas supernatural di berbagai tempat sehingga impian mereka untuk mempunyai acara investigasi dunia gaib bisa tercapai. Tapi sayangnya, mereka tidak pernah berhasil mendapatkan satu bukti pun. Hingga akhirnya… ",2014
111,Kesurupan Setan,http://filmindonesia.or.id/movie/title/lf-k014-14-229842_kesurupan-setan,"Olla (Ola Rossa) mengidap penyakit tidur berjalan. Malam itu, Olla hampir saja tewas tertabrak mobil ketika dia tidur berjalan ke jalan raya. Ayahnya Handoko (Donny Kesuma) dan ibunya Nining (Kiki Fatmala) memutuskan untuk membeli sebuah rumah yang jauh dari jalan raya.
Pak Handoko dan isterinya berniat mau membersihkan rumah itu dari gangguan roh jahat, tapi Olla… ",2014
112,Pocong Pasti Berlalu,http://filmindonesia.or.id/movie/title/lf-p018-14-670793_pocong-pasti-berlalu,"Remon, Dede, Dion, Radit, Tata, dan Dila tinggal di rumah kos Pak Bolot. Selain kuliah Remon bekerja sebagai perias mayat, sementara Dion dan Tata bekerja sambilan sebagai figuran film.
Suatu hari selesai shooting, di tengah perjalanan Dion dan Tata melihat seorang pengendara motor terkapar di tepi jalan. Mereka hendak menolong tapi begitu mendengar suara penduduk yang… ",2014
113,oo Nina Bobo,http://filmindonesia.or.id/movie/title/lf-o010-14-948803_oo-nina-bobo,"Seorang ibu, bapak, dan anak perempuannya yang berumur enam tahun ditemukan tak bernyawa di sebuah rumah. Hanya anak laki-laki bernama Ryan, yang saat itu berumur tujuh tahun, selamat. Sejak saat itu Ryan mengalami Post Traumatic Stress Disorder (PTSD) dan dirawat di panti. Kondisi emosinya labil dan seringkali mengalami mimpi buruk. Perlahan, Ryan menutup dirinya dan bersikap… ",2014
114,4 Tahun Tinggal di Rumah Hantu,http://filmindonesia.or.id/movie/title/lf-4025-14-779698_4-tahun-tinggal-di-rumah-hantu,"Jaka beserta istri dan anaknya membeli sebuah rumah berhantu dan mendapat teror dari arwah penghuni rumah tersebut tanpa henti. Setelah sekian lama, mereka mengetahui bahwa rumah tersebut dibangun di atas kuburan tua. Mereka terpaksa harus melewatkan hari demi hari dalam ketakutan karena tidak ada pilihan.
Usaha Jaka yang mulai berkembang pun kini mulai mengalami hambatan. Keadaan… ",2014
115,Hantu Anak Rumah Prapanca,http://filmindonesia.or.id/movie/title/lf-h022-14-271547_hantu-anak-rumah-prapanca,"Diego dan Suzana diminta sahabatnya menempati rumah di kawasan Prapanca, yang terkenal angker karena konon pernah ada anak kecil yang meninggal jatuh ke dalam kuali yang sedang merebus kentang.
Hal-hal aneh terjadi. Mereka mendapat terror dari yang dikenal sebagai hantu anak kentang. Selain teror, rumah itu sering di kelilingi bau kentang direbus. Mereka lalu menggunakan jasa… ",2014
116,Drakula Cinta,http://filmindonesia.or.id/movie/title/lf-d012-14-804505_drakula-cinta,"Kisah cinta abadi dua insan dari dunia berbeda ratusan tahun silam. Cinta mereka dipisahkan oleh mereka yang tak menginginkan drakula dari alam lain hidup dan memiliki kekasih seorang manusia. Dalam sebuah pertarungan sengit, Sang Drakula binasa. Taringnya dicabut. Taring itu disimpan di sebuah museum di Rumania.
Beratus tahun kemudian, seorang kolektor memerintahkan beberapa orang untuk mencuri… ",2014
117,Boneka Setan,http://filmindonesia.or.id/movie/title/lf-b011-14-716433_boneka-setan,"Tragedi Boneka Setan terjadi pada tahun 2007. Penyebabnya karena mereka memperlakukan boneka secara tidak wajar. Akibatnya, Mang Karta (Piet Burnama), Angel (Angela Claudia), dan pembantunya, Elly Darsih, tewas. Sebagai saksi yang masih hidup, Dimas (Aldi Taher), istri (Minati Atmanegara), dan Jean (Olvy Andhari) menganggap tragedi itu sudah usai karena semua boneka telah dibinasakan.
 Kejadian berpindah pada… ",2014
118,Malam Suro di Rumah Darmo,http://filmindonesia.or.id/movie/title/lf-m021-14-025267_malam-suro-di-rumah-darmo,"Rumah mewah di Jalan Darmo, Surabaya, itu merupakan hasil pesugihan sebuah keluarga dengan memberikan tumbal dan sesajen. Setelah memperoleh harta berlimpah, keluarga tersebut tidak ingin memberikan tumbal dan sesajen lagi serta berniat untuk melarikan diri lewat laut.
Para hantu pun langsung menenggelamkan kapal yang ditumpangi hingga seluruh keluarga meninggal. Rumah beserta harta yang dimiliki pun secara… ",2014
119,Mengejar Setan,http://filmindonesia.or.id/movie/title/lf-m013-13-314532_mengejar-setan,"Andika dan Tarina memutuskan untuk menetap di Bandung setelah sebuah kecelakaan yang nyaris merenggut nyawa mereka berdua. Andika membeli rumah tua yang cukup besar dari seseorang bernama Lukman karena harganya yang cukup murah.
Pemilik rumah tua tersebut adalah hantu Jamilah yang masih gentayangan dan meneror siapa saja yang menempati rumah tua tersebut untuk menuntut balas atas… ",2013
120,Eyang Kubur,http://filmindonesia.or.id/movie/title/lf-e010-13-665984_eyang-kubur,"Setelah bertapa di dalam kubur selama 10 hari, muncullah Eyang Kubur. Untuk meraih kesaktian tertinggi, konon Eyang harus memiliki enam istri. Satu per satu wanita diperistri Eyang. Sampai istri keenam, Wulan, sikap Eyang berubah. Eyang tidak lagi peduli dengan istri lainnya. Hal ini membuat mereka cemburu dan diam-diam berencana mencelakakan Wulan. Eyang menyadari, bahwa ada harga… ",2013
121,Taman Lawang,http://filmindonesia.or.id/movie/title/lf-t011-13-604964_taman-lawang,"Jurnalis muda Angie (Angie Virgin) tertantang untuk menyelidiki kejadian misterius di Taman Lawang: kematian seorang waria bernama Ningrum. Setelah kematian Ningrum, Chyntia (Olga Syahputra), sahabat Ningrum mengalami kejadian-kejadian aneh dan menjadi korban teror. ",2013
122,Bangkit dari Lumpur,http://filmindonesia.or.id/movie/title/lf-b017-13-391317_bangkit-dari-lumpur,"Shakira (Dewi Persik), penari striptis, bertemu dengan James (Robby Shine) yang kemudian menjadi kekasihnya. Suatu hari secara tak sengaja Shakira menyaksikan pembunuhan di ruang bawah tanah rumah pacarnya. Ternyata, sang kekasih bersama kawan-kawannya menjalankan bisnis penjualan organ tubuh secara ilegal.
Karena menjadi saksi pembunuhan tersebut, Shakira dibunuh dan dibuang di lumpur Lapindo agar tak terdeteksi. Jantungnya… ",2013
123,Dendam Arwah Rel Bintaro,http://filmindonesia.or.id/movie/title/lf-d021-13-229466_dendam-arwah-rel-bintaro,"Peristiwa tabrakan antarkereta 19 Oktober 1987 di Bintaro yang terkenal dengan sebutan Tragedi Bintaro, didaku menyisakan kisah-kisah lanjutan seperti penampakan potongan kepala menggelinding sendiri, suara rintihan orang menangis, atau sosok hantu dengan baju compang-camping yang terlihat setelah magrib sampai tengah malam. ",2013
124,Pantai Selatan,http://filmindonesia.or.id/movie/title/lf-p013-13-432039_pantai-selatan,"Dalam keadaan hamil Lastri melarikan diri dari rumahnya karena dipaksa menikah oleh orangtuanya. Agus, calon suami, tak peduli dengan kondisi Lastri. Ia tetap ingin Lastri jadi istri keduanya. Lastri bersembunyi di goa Blorong, sebelum Agus dan teman-temannya menemukannya.
Lastri yang menolak pulang dan memilih bunuh diri dengan cara terjun dari tebing jurang. Di lautan itu,  seekor… ",2013
125,Kemasukan Setan,http://filmindonesia.or.id/movie/title/lf-k014-13-155049_kemasukan-setan,Eddy mempunyai hobi cukup aneh: mencari setan dan ingin bertemu dengan setan. Eddy selalu berfikir secara logis dan tidak percaya sekadar omongan. Semua harus dengan bukti nyata. Hampir dua tahun usahanya mencari bukti tentang keberadaan setan selalu menuai hasil nihil. Suatu hari Eddy merasa jenuh. Akhirnya dia memilih jalan ekstrem untuk bisa berkomunikasi dengan mahluk “gaib”. ,2013
126,Rumah Angker Pondok Indah,http://filmindonesia.or.id/movie/title/lf-r022-13-828980_rumah-angker-pondok-indah,"Sejak terjadi pembunuhan sekeluarga di rumah yang kemudian terkenal sebagai Rumah Angker Pondok Indah, setiap penghuni baru yang menempati rumah itu selalu diteror oleh arwah/hantu yang menempati rumah itu. Beberapa tahun kemudian, sebuah keluarga baru menempati rumah itu. Kejadian yang sama terulang kembali. ",2013
127,Perawan Seberang,http://filmindonesia.or.id/movie/title/lf-p015-13-273255_perawan-seberang,"Yulia Sumbukurung, anak Pangkalima Kumbang Jaya, salah satu ketua suku Dayak terkenal, ingin melanjutkan kuliah ke Jakarta. Ritual melepaskan kepergian Yulia: Pangkalima Kumbang Jaya memberikan sebuah kalung Penyang untuk melindungi Yulia dari segala kejahatan.
Di kampus, Aryo yang ganteng dan kaya tertarik padaYulia. Sebelum mendekati Yulia,  Reymon, kawannya, berpesan agar berhati-hati kepada Yulia karena memiliki kekuatan… ",2013
128,308,http://filmindonesia.or.id/movie/title/lf-3003-13-450290_308,"Naya baru saja lulus kuliah dan sedang kesulitan mendapatkan pekerjaan. Caca dan Jefri, sahabatnya menawarinya pekerjaan sebagai housekeeping supervisor Samudra Hotel di Pelabuhan Ratu. Naya menerimanya karena membutuhkan uang untuk hidup dan biaya sekolah Aira, adiknya yang masih kecil. Sena, general nanager hotel itu adalah sahabat Jefri yang sudah lama menyukai Naya. Ia memperbolehkan Naya membawa… ",2013
129,Kembalinya Nenek Gayung,http://filmindonesia.or.id/movie/title/lf-k021-13-175573_kembalinya-nenek-gayung,"Brandon (Kevin Julio), aktor muda yang sedang naik daun dan sombong, melecehkan sosok Nenek Gayung. Sejak itu, Brandon mulai dihantui kehadiran Nenek Gayung. Dalam keadaan yang takut, Brandon datang pada Boim (Yadi Sembako) dan Abas (Joe Richard) yang pernah punya pengalaman menghadapi Nenek Gayung.
Pergilan mereka mencari Mbah Dukun Bolot. Dari Mbah Dukun, diketahuilah cara melepaskan… ",2013
130,Kerasukan,http://filmindonesia.or.id/movie/title/lf-k009-13-115623_kerasukan,"Sehari setelah Andien, Didi, Vanilla dan Binar merayakan ulang tahun mereka, tiba-tiba Didi diputusin cowoknya, Calvin. Untuk menghibur, Andien, Vanilla dan Binar mengajak Didi liburan ke Pangandaran.
Di tengah perjalanan mereka terperangkap di sebuah perkampungan yang kelihatannya sudah tidak berpenghuni. Ketika malam menjelang para penghuni kampung yang tidak kasat mata mulai keluar dan mencari mangsanya. Andien… ",2013
131,Pokun Roxy,http://filmindonesia.or.id/movie/title/lf-p009-13-403205_pokun-roxy,"Magrib di kawasan kampung Roxy, Talib  kebelet kencing. Ia langsung berdiri di bawah pohon sengon. Mendadak sehelai kain putih mengenai wajahnya. Ketika mendongak, dilihatnya dua makhluk halus nangkring di atas pohon: pocong dan kuntilanak bergaun putih panjang. Talib ketakutan. Jeritannya menggema se-antero kampung.
Warga berduyun-duyun berdatangan. Talib yang gagu digotong pulang ke rumah oleh Jond, hansip… ",2013
132,KM 97,http://filmindonesia.or.id/movie/title/lf-k004-13-741366_km-97,"Anton (Restu Sinaga) dengan istri Lidya (Feby Febiola) dan anaknya Bintang (Zidane), tidak sempat menghadiri pemakaman ibunya, namun berusaha pulang ke Bandung agar bisa menemui Ayahnya dan melihat makam Ibunya. Anton sudah hampir tiga tahun tak pernah pulang ke Indonesia. Dari Bandara Soekarno-Hatta mereka langsung menuju Bandung, meski hari sudah malam dan dalam kondisi lelah,
Di… ",2013
133,Jeritan Danau Terlarang (Situ Gintung),http://filmindonesia.or.id/movie/title/lf-j032-13-555372_jeritan-danau-terlarang-situ-gintung,Kisah diangkat dari sosok Nyi Mas Melati dan fenomena buaya putih di Situ Gintung yang berkembang di masyarakat setelah jebolnya tanggul Situ Gintung. Tanggul danau ini jebol pada Jumat dini hari 27 Maret 2012 dan banjir merendam puluhan rumah di sekitarnya. ,2013
134,Misteri Cipularang,http://filmindonesia.or.id/movie/title/lf-m017-13-217537_misteri-cipularang,"Farell, artis berwajah tampan dan pemain sinetron, banyak dikagumi wanita. Farell membuat banyak wanita patah hati. Salah satunya, Putri, hamil karena perbuatan Farell. Farell tidak mau bertanggung jawab. Putri kecewa dan meninggal karena kecelakaan di Tol Cipularang.
Farell tetap melanjutkan petualangannya dengan wanita lain. Anehnya, setiap kali Farell berkencam dengan perempuan, mereka selalu jadi korban dan… ",2013
135,Di Sini Ada Yang Mati,http://filmindonesia.or.id/movie/title/lf-d017-13-048162_di-sini-ada-yang-mati,"Sarah, Jasmine, dan Lydia selalu saling bantu jika salah satu dilanda masalah. Masing-masing punya karir yang cemerlang di bidangnya. Pada suatu ketika, Lydia mengadu pada Jasmine dan Sarah bahwa dirinya mengandung dan akibatnya memiliki anak di luar nikah. Anak itu hasil hubungannya dengan Christian. mantan kekasih Lydia.
Jasmine dan Sarah mengenal Christian yang dikenal playboy. Christian… ",2013
136,Nightmare Side,http://filmindonesia.or.id/movie/title/lf-n013-13-702572_nightmare-side,"Judul film dan kisahnya berasal dari acara siaran radio Ardan, Bandung. Tiap malam Jumat, radio itu menyiarkan kisah-kisah horor yang diceritakan pendengarnya. Dari sekian banyak cerita itu, diambil tiga cerita: di laboratorium kampus, rumah kos, dan bioskop.
Kisah Hantu Kampus berawal dari seorang mahasiswi yang secara tidak sengaja menemukan flash disk milik seseorang yang baru saja… ",2013
137,Dead Mine,http://filmindonesia.or.id/movie/title/lf-d008-13-579224_dead-mine,"Dipimpin anak seorang milyuner, Tim Lima, sekelompok tentara bayaran, disewa untuk mencari harta karun Yamashita. Terdesak oleh serangan bajak laut, mereka terdesak dan terperangkap di dalam sebuah tambang yang dijadikan bunker militer oleh tentara Jepang pada Perang Dunia II.
Terluka, putus asa, dan tanpa persiapan, kelompok tentara bayaran itu masuk semakin dalam ke dalam tambang dan… ",2013
138,Perempuan Di Rumah Angker,http://filmindonesia.or.id/movie/title/lf-p022-12-721667_perempuan-di-rumah-angker,"Erwin tiba-tiba diteror telpon dan SMS oleh sosok misterius yang mengaku teman dekatnya di masa SMU. Sosok misterius itu pernah mencintai Erwin. Ia memaksa Erwin menyatakan cintanya ketika Erwin diundang ke rumah angker.
Dia akan membunuh Karina, pacarnya, jika Erwin tidak menerima ungkapan cinta sosok misterius itu. Erwin terpaksa menerima cinta sosok misterius demi keselamatan nyawa… ",2012
139,Ada Hantu di Vietnam,http://filmindonesia.or.id/movie/title/lf-a017-12-824299_ada-hantu-di-vietnam,"Jordan (Guntur Triyoga), Bianca (Cinta Dewi), dan Nayya (Uli Auliani) berkunjung ke Vietnam untuk menjenguk kakak Bianca yang baru melahirkan. Bianca juga menawari teman lainnya, Ramon (Reymon Knuligh) dan Aziz (Aziz Gagap), tetapi mereka tak bisa ikut.
Di Vietnam mereka berkenalan dengan pemuda Indonesia yang jadi TKI, Ruben (Roger Danuarta). Bianca minta tolong Ruben mencarikan pemandu… ",2012
140,Hantu Budeg,http://filmindonesia.or.id/movie/title/lf-h010-12-171739_hantu-budeg,"Magda, Inge, Royce, dan Bram, meminta Kojek—yang terkenal pelit dan karena itu diputus pacarnya, Ira—untuk membiayai rekreasi mereka. Kojek menyewa mobil butut dan penginapan murah: hotel Cempaka. Mereka menolak dan pindah ke hotel lain dengan menggunakan kartu kredit Kojek. Di tengah suka cita dan foto bersama, Magda mendapati bahwa hasil jepretan fotonya menangkap sosok penampakan. Berkali-kali mereka… ",2012
141,Tragedi Penerbangan 574,http://filmindonesia.or.id/movie/title/lf-t021-12-088983_tragedi-penerbangan-574,"Empat remaja sedang berlibur ke sebuah tempat di Surabaya. Salah satu dari mereka mengalami naas: dibantai secara misterius di perkebunan kelapa. Tiga lainnya selamat. Mereka bermaksud menerbangkan jasad yang meninggal ke Manado dengan mencarter pesawat komersial.
Penerbangan Surabaya-Manado tidak berjalan wajar, teror demi teror terjadi dalam pesawat. Satu persatu korban berjatuhan akibat teror hantu yang menuntut… ",2012
142,Dendam dari Kuburan,http://filmindonesia.or.id/movie/title/lf-d017-12-184030_dendam-dari-kuburan,"Willy, mahasiswa yang memiliki kerja sampingan menulis skenario, memutuskan menyelesaikan sebuah skenario pesanan di rumah kontrakan yang disewanya per tahun bersama dua temannya, Stephen dan Pasha. Mereka merasa beruntung karena harga sewanya murah sekali.
Pak Kardun, penjaga rumah memastikan bahwa rumah tersebut dijamin aman. Willy, Stephen dan Pasha tak tahu bahwa rumah kontrakan itu dihuni arwah… ",2012
143,Tali Pocong Perawan 2,http://filmindonesia.or.id/movie/title/lf-t018-12-920490_tali-pocong-perawan-2,"Di rumah, Tania (Wiwid Gunawan) adalah gadis tertutup. Ia hidup dalam tekanan sang ibu (Bella Espearance) yang membenci dirinya sejak kecil. Di kantor, Tania adalah gadis pemalu yang memendam perasaan cintanya pada Jordy (Framly Nainggolan), atasannya. Dia hanya bisa gigit jari saat rekan kerjanya, Grace (Kartika Putri), lebih berani mendekati Jordy.
Suatu hari, Janet (Nikita Mirzani),… ",2012
144,Pacarku Kuntilanak Kembar,http://filmindonesia.or.id/movie/title/lf-p023-12-180329_pacarku-kuntilanak-kembar,"Kisah dua mahasiswa yang tinggal satu kos: Budi dan Bodo. Mereka sering jadi bulan-bulanan teman-teman mereka karena belum punya pacar. Mereka diundang Celia datang ke acara Kampus Nite. Mereka berusaha untuk mendapatkan pasangan, tapi tidak berhasil.
Mendadak sebuah mobil mewah muncul dan berhenti di dekat mereka, yang sudah putus asa. Pengemudinya, Rosa dan Rosi, cantik dan… ",2012
145,Bangkitnya Suster Gepeng,http://filmindonesia.or.id/movie/title/lf-b022-12-879209_bangkitnya-suster-gepeng,"Kakek Keiko Larasati Hirosuke, blasteran Jepang-Indonesia, adalah serdadu Jepang yang ditugaskan di Indonesia. Setelah perang usai, sang kakek pulang ke Jepang, menikah dan punya satu anak yang kemudian menikah dengan pria Indonesia.
Suatu malam, sepulang clubbing bersama pacar dan teman-temannya, Keiko mendapatkan teror yang menyeramkan. Ada sebuah siaran aneh di radio, seperti siaran zaman perang kemerdekaan.… ",2012
146,Rumah Kentang,http://filmindonesia.or.id/movie/title/lf-r012-12-237340_rumah-kentang,"Dua gadis harus bertahan hidup setelah kedua orangtuanya wafat. Karena tidak mampu membayar uang kontrak rumah, keduanya  tinggal di sebuah rumah warisan ibu mereka yang berada di kawasan cukup elit di Jakarta Selatan. Rumah itu awalnya direncanakan untuk investasi, namun tidak pernah laku terjual. Keduanya mengalami hal-hal yang ganjil ketika mendiami rumah tersebut. ",2012
147,Kutukan Arwah Santet,http://filmindonesia.or.id/movie/title/lf-k018-12-636905_kutukan-arwah-santet,"Ada rahasia besar yang disembunyikan Raymond sebelum rangkaian kematian terjadi di kampus. Dalam sebuah pesta pribadi, Beby, pacar Raymond, menjebak Myrna, temannya sendiri. Firman, kekasih Myrna, memaksanya berhubungan badan saat Myrna di bawah pengaruh obat bius.
Vaginismus mengakibatkan tubuh Firman dan Myrna tak bisa terpisah. Firman malu. Dia minta bantuan dua sahabatnya, Johan dan Fandy. Kepanikan… ",2012
148,Misteri Pasar Kaget,http://filmindonesia.or.id/movie/title/lf-m017-12-092467_misteri-pasar-kaget,"Awalnya seorang tukang becak mengalami kejadian aneh: mendapati uang yang berubah menjadi daun setelah mengantarkan seorang perempuan muda hamil ke pasar.
Lalu muncul Bethari (Erly Ashyla) dan anaknya Putri Cemeti (Permata Sari Harahap). Mereka berdua menjadi siluman setelah bunuh diri akibat tidak kuat menanggung rasa malu dan sakit hati atas kejadian yang menimpa ayah dan suami… ",2012
149,Mama Minta Pulsa,http://filmindonesia.or.id/movie/title/lf-m014-12-894807_mama-minta-pulsa,"Sejumlah calon satpam yang sedang mengikuti pelatihan mendapatkan sms yang berbau tipuan “mama minta pulsa”. Pada awalnya, Iko (Rizky Mocil), Tino (Kikky Rizky), Tessa (Shinta Bachir), dan Jelly (Kartika Putri) yang mengikuti pelatihan tersebut, tidak mempedulikan sms itu.
Ketika dua asisten pelatih, Umar (Daus Sparo) dan Said (Opie Kumiz) bertemu dengan setan berwujud Mak lampir (Farida… ",2012
150,Bangkit Dari Kubur,http://filmindonesia.or.id/movie/title/lf-b016-12-456741_bangkit-dari-kubur,"Marlon, Ranggo dan Aril Mukadepan adalah mahasiswa kedokteran yang kuliah sambil magang di sebuah rumah sakit. Mereka sering keluar masuk kamar mayat untuk mengurusi mayat sebagai bagian dari tanggung jawab pekerjaan.Suatu malam, sepulang dari rumah sakit tempat mereka magang, mobil yang dikendarai Marlon menabrak dua penumpang motor yang muncul dari arah berlawanan, yaitu Rina dan Dudi.… ",2012
151,Mr Bean Kesurupan Depe,http://filmindonesia.or.id/movie/title/lf-m019-12-760573_mr-bean-kesurupan-depe,"Romeo (Marwan XL) yang terobsesi jadi rocker, takut setengah mati pada Juliet, kekasihnya. Setelah mengantar Juliet belanja pakaian, pasangan ini tertabrak mobil hingga tewas. Mereka bergabung ke Asrama Pocong, sebuah tempat penampungan pocong. Salah satu penghuninya: Mr Bean
Lalu ada pasangan suami istri Parmin (Doyok) dan Marni (Dewi Perssik). Marni yang sedang hamil tua, ngidam ingin… ",2012
152,Kakek Cangkul,http://filmindonesia.or.id/movie/title/lf-k012-12-113851_kakek-cangkul,"Kakek Cangkul adalah suami Nenek Gayung. Ketika meninggal, jasad Kakek Cangkul tidak sempat dikuburkan dengan layak. Duta (Zaky Zimah), Coki (Rizky Mocil), Danu (Zidni Adam) dan dua gadis cantik Thalia (Herfiza Novianti) dan Miki (Febriyane Ferdzilla) yang harus berhadapan dengan Kakek Cangkul yang marah menuntut kuburnya. ",2012
153,Kuntilanak-Kuntilanak,http://filmindonesia.or.id/movie/title/lf-k020-12-202689_kuntilanak-kuntilanak,"Setelah cerai dari Krisna (Reza Pahlevi), Adelina Venus (Niken Anjani) penulis novel terkenal mengerjakan novel terbarunya di sebuah tempat terpencil dan tenang. Bersama anaknya Salwa (Adzwa Aurelline), ia menyewa villa bernama Rumah Bukit Hijau. Ikut serta pula, Saskia (Chrissie Vanessa), asisten setianya.
Selama berada di villa, Adelina meminta Saskia merekam segala aktifitasnya bersama Salwa. Kedatangan pertama… ",2012
154,3 Pocong Idiot,http://filmindonesia.or.id/movie/title/lf-3012-12-093415_3-pocong-idiot,"Glenn, Pipin, Jadoel, dan Keling, mahasiswa, membentuk grup boyband  bernama CIA,  singkatan dari Cendol Itu Asyik. Mereka berharap ada produser yang menawarkan rekaman. Grup ini sesungguhnya sudah cukup diakui. Mereka mendapat jadwal tetap tampil di sebuah kafe.
Di antara mereka, Pipin merasa paling ganteng. Dan Pipin naksir berat dosen cantik di kampusnya bernama Monica. Sementara Glenn,… ",2012
155,Nenek Gayung,http://filmindonesia.or.id/movie/title/lf-n011-12-429725_nenek-gayung,"Desember 2011, sosok nenek misterius ini heboh dibicarakan orang. Nenek ini dipanggil Nenek Gayung, karena ia selalu membawa gayung dan tikar pandan untuk memandikan korbannya. Banyak yang percaya, bila bertemu dengan Nenek Gayung, jangan pernah mengajaknya bicara. Konon telah banyak korban yang menemui ajalnya setelah bertemu dan bicara dengan Nenek Gayung ini. ",2012
156,Hi5teria,http://filmindonesia.or.id/movie/title/lf-h008-12-476890_hi5teria," 
Bercerita tentang seorang jurnalis asal Amerika dalam tugasnya melakukan liputan tentang pertunjukan wayang kulit. Sang jurnalis mencium ada sesuatu yang ganjil dengan pertunjukan wayang kulit yang seluruh anggotanya adalah perempuan. Setelahnya , ia kemudian mengalami banyak kejadian mistis yang meneror dirinya. Ia tidak sadar dirinya masuk perangkap, yang tidak diketahui ditebar oleh siapa. 
Wayang Koelit (Chairun… ",2012
157,Santet Kuntilanak,http://filmindonesia.or.id/movie/title/lf-s016-12-395275_santet-kuntilanak,"Ini adalah kisah dua perempuan kakak-beradik dengan sifat berbeda: Maya dan Lila. Lila wanita lemah lembut dan keyakinan agama yang kuat Sedangkan Maya, kakaknya, percaya akan hal-hal mistis dan memiliki ilmu-ilmu mistik seperti santet, teluh dan sebagainya.
Lila diperkosa empat pemuda hingga meninggal dunia. Maka Maya melakukan balas dendam terhadap empat pemuda itu satu-persatu dengan ilmu… ",2012
158,Rumah Hantu Pasar Malam,http://filmindonesia.or.id/movie/title/lf-r020-12-727118_rumah-hantu-pasar-malam,"Sejak kehadiran pasar malam milik Wangsa di desa Sumber Sari, beberapa pengunjung tewas secara misterius. Jasad mereka tak pernah ditemukan. Namun pesona dan daya hibur pasar malam, melupakan pengunjung akan peristiwa berdarah itu. Termasuk lima sahabat: Andini, Ramon, Venska, Sandra, dan Papang, yang melakukan perjalanan ke desa itu. Mereka sepakat merayakan ulang tahun Andini di pasar… ",2012
159,Rumah Bekas Kuburan,http://filmindonesia.or.id/movie/title/lf-r017-12-582050_rumah-bekas-kuburan,"Karina tidak pernah tahu, bahwa Larasati adalah istri sah Danu. Karena himpitan ekonomi, Karina mau saja diajak menikah oleh Danu. Setelah beberapa hari menikah, Larasati datang melabrak Danu dan Karina di sebuah rumah yang baru saja mereka beli. Larasati mengamuk, namun tenaga Danu lebih kuat. Larasati terlempar dan menimpa anaknya. Ibu dan anak itu tewas mengenaskan.… ",2012
160,Kafan Sundel Bolong,http://filmindonesia.or.id/movie/title/lf-k017-12-911772_kafan-sundel-bolong,"Keinginan Deden (Aziz Gagap) untuk memiliki kekayaan dan dicintai Chery (Arumi Bachsin) membawanya menemui dukun bernama Tante Sun. Sang dukun memberi syarat yang cukup merepotkan: mengambil kain kafan mayat yang belum semalam di kubur. Semua syarat dapat dilaksanakan oleh Deden. Namun saat melaksanakan ritual, Tante Sun meninggal. Deden berhasil mendapatkan semua keinginannya namun hidupnya tak tenang… ",2012
161,Pulau Hantu 3,http://filmindonesia.or.id/movie/title/lf-p011-12-025251_pulau-hantu-3,"Resor di Pulau Madara dibuka kembali oleh pemilik baru. Serangkaian kematian misterius telah terlupakan. Nero, Kimo, Octa, dan Gaby menerima pekerjaan sebagai pegawai resor. Dan ketika sampai di Madara,  Nemo merasa tidak asing. Teman-temannya satu demi satu terbunuh hantu belakang pulau. Sayang, rasa takut dan keinginannya menceritakan horor kematian teman-temannya lenyap, seiring kehadiran tamu-tamu resor nan… ",2012
